skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,"DIST-10.21-1,55-B008LY3R66",FR,null,2.13,2.56,0,12.00,1.69,0.17710,0.79270,0.18973,FALSE,null,24,0.30,1,FALSE
,"DIST-10.21-4,08-B004JL6MJ4",FR,null,4.24,5.09,0,15.00,2.52,0.16930,0.59540,0.29923,FALSE,null,106,0.56,1,FALSE
,"DIST-10.21-1,68-B01MYOFF9B",FR,X001GZ0XSF,2.23,2.68,0,10.50,1.69,0.17590,0.75930,0.11292,FALSE,null,24,0.19,1,FALSE
,"DIST-10.21-2,48-B07BFHG4VF",FR,null,2.90,3.48,0,11.40,1.36,0.12590,0.47010,0.13706,FALSE,null,6,0.33,1,FALSE
,"DIST-10.21-2,69-B007C4IK90",FR,null,3.08,3.70,0,12.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"DIST-10.21-5,14-B01LTIAU7Y",FR,null,5.12,6.14,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"DIST-10.21-4,2-B01N9LDX7D",FR,null,4.34,5.21,0,13.62,2.43,0.18640,0.55890,0.08027,FALSE,null,12,0.17,1,FALSE
,"DIST-10.21-8,12-B018USXDOI",FR,X001GLI8SL,7.60,9.12,0,26.00,5.35,0.24360,0.70410,0.06102,FALSE,null,12,0.11,1,FALSE
,"DIST-10.21-3,68-B085W3Y478",FR,null,3.90,4.68,0,15.00,3.68,0.25750,0.94400,0.12847,FALSE,null,6,0.18,1,FALSE
,"DIST-10.21-2,24-B078T1829Y",FR,null,2.70,3.24,0,14.99,6.28,0.42610,2.32590,1.54642,FALSE,null,6,0.78,1,FALSE
,"DIST-10.21-3,78-B06XCQPYSW",FR,X001GLGPCR,3.99,4.79,0,13.50,0.94,0.07570,0.23650,0.04701,FALSE,null,25,0.22,1,FALSE
,"EXPO-12.21-6,54-2324022125",FR,X001HA938F,7.04,7.43,0,24.95,7.54,0.30220,1.07100,0.49850,FALSE,null,5,0.56,1,FALSE
,"EXPO-12.21-7,39-2324022230",FR,X001HACUPN,7.84,8.27,0,29.95,10.96,0.36590,1.39800,0.13309,FALSE,null,1,0.14,1,FALSE
,"EXPO-12.21-4,22-240800585X",FR,X001HABPP9,4.84,5.11,0,15.90,4.51,0.28360,0.93180,0.01122,FALSE,null,1,0.02,1,FALSE
,"EXPO-12.21-5,8-2813218103",FR,X001HABPPT,6.34,6.69,0,22.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-6,54-2732487465",FR,X001HAB0YF,7.04,7.43,0,24.90,6.19,0.26160,0.87930,0.00586,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-11,82-2732480738",FR,X001HACUPX,12.04,12.70,0,45.00,11.72,0.28920,0.97340,0.00181,FALSE,null,1,0.00,1,FALSE
,"EXPO-12.21-6,54-2732484725",FR,X001HACUOJ,7.04,7.43,0,25.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-2,64-2412031126",FR,X001HAB0ZJ,3.34,3.52,0,14.95,5.21,0.34850,1.55990,0.15559,FALSE,null,2,0.15,1,FALSE
,"EXPO-12.21-3,69-2354901585",FR,X001HABPOF,4.34,4.58,0,14.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-4,22-2823613994",FR,X001HAB0YZ,4.84,5.11,0,16.00,2.88,0.19990,0.59500,0.00312,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-2,64-B072ZC889Y",FR,X001HABPNL,3.34,3.52,0,14.95,2.88,0.22330,0.86230,0.00650,FALSE,null,1,0.01,1,FALSE
,"EXPO-12.21-3,6-B07D2XM46X",FR,X001HAAZLT,3.84,4.61,0,16.95,4.87,0.28730,1.26820,0.63459,FALSE,null,6,0.60,1,FALSE
,"EXPO-12.21-2,64-2747098141",FR,X001HACMQP,3.34,3.52,0,9.90,0.12,0.01200,0.03490,0.00035,FALSE,null,3,0.01,1,FALSE
,"EXPO-12.21-3,17-2851808737",FR,X001HA94VB,3.84,4.05,0,17.50,0.44,0.04440,0.11460,0.00275,FALSE,null,2,0.03,1,FALSE
,"EXPO-12.21-5,91-2757603736",FR,X001HACUP3,6.44,6.79,0,22.50,5.58,0.27530,0.86650,0.00156,FALSE,null,1,0.00,1,FALSE
,"EXPO-12.21-4,44-B07D2TMYNZ",FR,X001HAAZEL,4.54,5.45,0,14.95,1.37,0.09490,0.30180,0.00176,FALSE,null,1,0.01,1,FALSE
,"EXPO-12.21-5,28-2354901836",FR,X001HABPNV,5.84,6.16,0,20.00,5.81,0.29600,0.99490,0.00376,FALSE,null,1,0.01,1,FALSE
,"EXPO-12.21-2,11-2849334472",FR,X001HABPOP,2.84,3.00,0,12.90,3.98,0.30850,1.40140,0.15721,FALSE,null,2,0.17,1,FALSE
,"EXPO-12.21-3,17-2813219770",FR,X001HABPO5,3.84,4.05,0,11.90,1.03,0.09360,0.26820,0.00082,FALSE,null,1,0.00,1,FALSE
,"EXPO-12.21-4,75-2213705623",FR,X001HACMQZ,5.34,5.63,0,18.00,4.17,0.24390,0.78090,0.00443,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-3,17-2813220906",FR,X001HA94UR,3.84,4.05,0,11.90,1.53,0.12860,0.39840,0.01953,FALSE,null,3,0.06,1,FALSE
,"EXPO-12.21-5,28-2843194261",FR,X001HABPOZ,5.84,6.16,0,19.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-4,43-2843194237",FR,X001HA94VL,5.04,5.32,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-3,59-240801722X",FR,X001HAB0YP,4.24,4.47,0,13.50,2.52,0.19310,0.59320,0.00599,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-2,64-2354902069",FR,X001HA94V1,3.34,3.52,0,10.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-2,64-2354902042",FR,X001HAB0XV,3.34,3.52,0,10.00,1.02,0.10490,0.30480,0.00735,FALSE,null,5,0.03,1,FALSE
,"EXPO-12.21-4,75-2354902131",FR,X001HAB0Y5,5.34,5.63,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-4,22-2354901917",FR,X001HAB0Z9,4.84,5.11,0,16.00,null,null,null,null,FALSE,null,0,0.01,1,FALSE
,"EXPO-12.21-2,85-B079VD4KVK",FR,X001HAB0XL,3.54,3.73,0,10.90,1.01,0.09440,0.28530,0.00147,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-6,33-2858299161",FR,X001HACUOT,6.84,7.22,0,23.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXPO-12.21-5,49-2702915558",FR,X001HA94VV,6.04,6.37,0,21.00,7.03,0.33480,1.16390,0.00619,FALSE,null,2,0.01,1,FALSE
,"EXPO-12.21-4,22-2354901917-TBE",FR,null,4.84,5.11,0,12.80,2.19,0.17110,0.45250,0.00448,FALSE,null,2,0.01,1,FALSE
,"FNAC-11.21-449,99-B07HS6PBJX-FBM-2",FR,null,399.99,479.99,0,899.00,184.78,0.28640,0.46200,0.20175,FALSE,null,15,0.48,1,FALSE
,"FNAC-11.21-349,99-B07WHDGR2R-FBM-2",FR,null,316.66,379.99,0,799.00,248.71,0.39100,0.78540,0.19202,FALSE,null,10,0.30,1,FALSE
,"FNAC-11.21-449,99-B07HS6PBJX",FR,X001HC7PRT,399.99,479.99,0,899.00,409.95,0.45600,1.02490,0.40689,FALSE,null,2,0.48,1,FALSE
,"FNAC-11.21-349,99-B07WHDGR2R-2",FR,X001HC7R9P,316.66,379.99,0,799.00,309.76,0.44310,0.97820,0.19951,FALSE,null,4,0.27,1,FALSE
,"FNAC-05.22-349,99-B07WHDGR2R",FR,null,316.66,379.99,0,799.00,409.29,0.51230,1.29250,0.00225,FALSE,null,1,0.00,1,FALSE
,"CHAD-12.21-21,7-B001CLUKN8",FR,X001HVGOXB,19.24,23.09,0,35.00,2.76,0.08760,0.14330,0.00464,FALSE,null,12,0.03,1,FALSE
,"CHAD-12.21-2,79-B00063KI5I",FR,X001HVGOXL,3.48,4.18,0,11.10,2.49,0.21010,0.71550,0.19710,FALSE,null,18,0.33,1,FALSE
,"CHAD-12.21-21,7-B000CQZI3Q",FR,X001HVGSAZ,19.24,23.09,0,38.00,null,null,null,null,FALSE,null,3,0.01,1,FALSE
,"CHAD-12.21-32,93-B000HHO7E6",FR,X001HVGVUR,28.60,34.32,0,60.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"CHAD-12.21-30,34-B000CR1FHI",FR,X001HVGSBJ,26.44,31.73,0,50.00,null,null,null,null,FALSE,null,9,0.03,1,FALSE
,"CHAD-12.21-162,24-B07NW5VC23",FR,null,136.36,163.63,0,280.00,77.62,0.29850,0.56920,0.04045,FALSE,null,9,0.09,1,FALSE
,"CHAD-12.21-7,4-B002R0GL8G",FR,X001HVH6B5,7.32,8.78,0,16.44,3.97,0.24130,0.54190,0.01177,FALSE,null,3,0.03,1,FALSE
,"CHAD-12.21-14,98-B01LYMJRTG",FR,X001HVGSAP,13.64,16.37,0,32.00,3.99,0.15470,0.29270,0.03046,FALSE,null,18,0.12,1,FALSE
,"CHAD-12.21-6,05-B0017O9658",FR,X001HVGOWR,6.20,7.44,0,22.15,8.31,0.37800,1.34030,0.13787,FALSE,null,12,0.15,1,FALSE
,"CHAD-12.21-4,04-B0015LXFGO",FR,null,4.52,5.42,0,15.00,4.07,0.27170,0.90040,0.01356,FALSE,null,3,0.02,1,FALSE
,"CHAD-12.21-5,38-B009OAJKSA",FR,X001HVGOXV,5.64,6.77,0,13.50,2.01,0.16380,0.35680,0.02669,FALSE,null,12,0.09,1,FALSE
,"CHAD-12.21-7,2-B00OHVDP5K",FR,null,7.16,8.59,0,16.50,2.00,0.12940,0.27990,0.21826,FALSE,null,16,0.80,1,FALSE
,"PHARMAM-01.22-4,5-B00OHVDP5K",FR,X001I9TBTB,4.50,5.40,0,16.50,2.69,0.17780,0.59850,4.21900,FALSE,null,1303,3.52,1,FALSE
,"ANKO-01.22-66,3-B08X4Q7HRN",FR,X001ID0GNH,56.41,67.69,0,119.99,36.20,0.30840,0.64180,0.27011,FALSE,null,132,0.48,1,FALSE
,"LBM-12.21-3,3-B00MUPR7E0",FR,null,3.41,4.09,0,13.86,2.10,0.18360,0.61670,0.74510,FALSE,null,102,1.16,1,FALSE
,"LBM-12.21-4,62-B07CVPVTCK",FR,X001HYQYIX,4.51,5.41,0,14.08,1.89,0.14030,0.41970,0.05270,FALSE,null,14,0.15,1,FALSE
,"LBM-12.21-5,1-B00OVQUQHG",FR,null,4.91,5.89,0,14.84,1.91,0.12920,0.38820,0.10063,FALSE,null,18,0.29,1,FALSE
,"LBM-12.21-3,59-B000GCVVWS",FR,X001HWD0R3,3.65,4.38,0,12.95,3.42,0.21460,0.93630,0.06690,FALSE,null,40,0.10,1,FALSE
,"LBM-12.21-4,68-B00OEVFT34",FR,X001HWCTV1,4.56,5.47,0,19.80,8.10,0.40910,1.77630,0.18009,FALSE,null,6,0.16,1,FALSE
,"LBM-12.21-19,77-B00MQZ8ESW",FR,X001HWD0QT,17.13,20.56,0,41.50,10.80,0.26310,0.63030,0.17694,FALSE,null,32,0.33,1,FALSE
,"LBM-12.21-5,58-B001T8HRUI",FR,X001HWCTWZ,5.31,6.37,0,18.27,4.67,0.26280,0.88010,0.16278,FALSE,null,40,0.24,1,FALSE
,"LBM-12.21-3,3-B0051VVJC6",FR,X001HYR2LV,3.41,4.09,0,12.00,2.14,0.18790,0.62760,0.09261,FALSE,null,6,0.18,1,FALSE
,"LBM-12.21-3,48-B07DYYGK7V",FR,X001HYRWHP,3.56,4.27,0,12.02,1.71,0.15110,0.47980,0.74529,FALSE,null,211,1.42,1,FALSE
,"LBM-12.21-3,36-B00QNQ75WG",FR,X001HWC8ZN,3.46,4.15,0,14.35,3.65,0.25260,1.05620,0.70052,FALSE,null,117,0.74,1,FALSE
,"LBM-12.21-4,2-B00ON0BK6Q",FR,X001HWD13V,4.16,4.99,0,15.24,2.16,0.15280,0.51940,0.47937,FALSE,null,44,0.94,1,FALSE
,"LBM-12.21-3,54-B003E7UNE4",FR,X001HWCU5L,3.61,4.33,0,15.27,1.94,0.14230,0.53740,15.53331,FALSE,null,533,6.52,1,FALSE
,"LBM-12.21-2,2-B07BFHG4VF",FR,X001HWCTVB,2.49,2.99,0,10.87,2.19,0.19610,0.88100,0.31839,FALSE,null,66,0.44,1,FALSE
,"LBM-12.21-3,84-B085W3Y478",FR,null,3.86,4.63,0,16.57,5.40,0.34060,1.39800,0.47177,FALSE,null,36,0.44,1,FALSE
,"LBM-12.21-2,46-B08MN8D1QT",FR,X001HYMXT7,2.71,3.25,0,14.25,3.30,0.27820,1.21680,0.29614,FALSE,null,29,0.33,1,FALSE
,LBM-12.21-0-B01LTIAU7Y,FR,X001HYQD1L,5.03,6.04,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"LBM-03.22-4,98-B0178H2MFS",FR,null,4.81,5.77,0,17.19,null,null,null,null,FALSE,null,0,null,1,FALSE
,"LBM-03.22-5,99-B075ZZDH66",FR,X001JMI62Z,5.65,6.78,0,21.01,4.58,0.23170,0.80980,0.41957,FALSE,null,85,0.59,1,FALSE
,"LBM-03.22-5,16-B00MUQCGIQ",FR,X001JMJBFL,4.96,5.95,8,15.81,-1.21,-0.17050,-0.24340,-0.02796,FALSE,null,39,0.10,1,FALSE
,"POWE-04.22-13,09-B07H7FK19F-1",FR,null,11.90,14.28,0,44.00,12.47,0.34610,1.04800,0.71198,FALSE,null,12,0.75,1,FALSE
,"POWE-04.22-11,67-B00VFXDJK4",FR,null,10.72,12.86,0,30.00,7.14,0.26150,0.66600,0.60185,FALSE,null,24,0.92,1,FALSE
,"LBM-03.22-10,2-B00GMP5D8G",FR,X001JSX8T5,13.50,16.20,0,38.42,6.51,0.20970,0.48220,0.73488,FALSE,null,4,1.40,1,FALSE
,"LBM-03.22-15,3-B00NFV2HZ2-1",FR,X001JSZYZV,9.25,11.10,0,27.15,7.41,0.27450,0.80110,1.94094,FALSE,null,11,1.83,1,FALSE
,"PASS-04.22-2,88-B07J5CP6SC",FR,X001JUIZ5Z,3.06,3.67,10,7.99,2.73,0.33030,0.89110,0.08447,FALSE,null,49,0.13,1,FALSE
,"PASS-04.22-2,88-B07J552VCG",FR,X001JUIZ55,3.06,3.67,0,7.99,2.50,0.31290,0.81710,0.86561,FALSE,null,71,1.04,1,FALSE
,"PASS-04.22-2,88-B07J5CP6ST",FR,X001JULDRH,3.06,3.67,0,7.99,1.40,0.19370,0.45700,0.04391,FALSE,null,36,0.11,1,FALSE
,"PASS-04.22-2,88-B07J62NGTS",FR,X001JULDR7,3.06,3.67,0,7.99,2.19,0.27820,0.71680,0.16169,FALSE,null,66,0.28,1,FALSE
,"COSME-04.22-3,18-B003E7UNE4",FR,X001K774D1,3.56,3.56,0,15.27,2.14,0.15240,0.60000,78.49289,FALSE,null,1196,9.31,1,FALSE
,"LBM-05.22-5,14-B01LTIAU7Y",FR,X001KIKGCL,5.03,6.04,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"LBM-05.22-11,04-B005IXIID0",FR,X001KK1119,9.86,11.83,0,24.19,null,null,null,null,FALSE,null,4,0.09,1,FALSE
,LBM-05.22-9-B002EQQ11K,FR,X001KK4B9D,8.16,9.79,0,21.87,4.52,0.20320,0.55440,0.04710,FALSE,null,12,0.10,1,FALSE
,"LBM-05.22-4,14-B00D5UKYMQ",FR,X001KK4B8T,4.11,4.93,0,12.62,2.84,0.19470,0.69170,0.21657,FALSE,null,83,0.37,1,FALSE
,"LBM-05.22-5,55-B076V919L1",FR,X001KK4COH,5.28,6.34,0,16.23,2.52,0.15530,0.47730,0.04999,FALSE,null,6,0.13,1,FALSE
,"LBM-05.22-5,16-B0178H2MFS",FR,X001KK413T,4.96,5.95,0,17.19,4.39,0.25540,0.88500,0.37295,FALSE,null,18,0.50,1,FALSE
,"LBM-05.22-4,83-B000VY2ZAI",FR,X001KK4B7F,4.68,5.62,0,16.99,3.54,0.23420,0.75710,0.14235,FALSE,null,17,0.24,1,FALSE
,LBM-05.22-12-B00I0GVX52,FR,X001KK4B8J,10.66,12.79,0,27.48,3.24,0.11790,0.30390,0.17605,FALSE,null,11,0.61,1,FALSE
,"LBM-05.22-2,4-B08D9QB91Q",FR,X001KK4CO7,2.66,3.19,0,11.36,null,null,null,null,FALSE,null,11,0.06,1,FALSE
,"LBM-05.22-8,91-B01LFQYS4G",FR,X001KK5543,8.08,9.70,0,19.24,3.03,0.15730,0.37450,0.32677,FALSE,null,37,0.89,1,FALSE
,"LBM-05.22-3,48-B00MUPR7E0",FR,X001KK412Z,3.56,4.27,0,14.00,0.69,0.05550,0.19450,0.03652,FALSE,null,85,0.20,1,FALSE
,"LBM-05.22-20,52-B00MQZ8ESW",FR,X001KK552Z,17.76,21.31,0,43.00,10.92,0.26340,0.61490,0.21132,FALSE,null,22,0.40,1,FALSE
,"LBM-05.22-3,588-B085W3Y478",FR,X001KK4139,3.65,4.38,0,15.00,2.74,0.19430,0.75070,0.24099,FALSE,null,32,0.39,1,FALSE
,"LBM-05.22-2,52-B08MN8D1QT",FR,X001KK4COR,2.76,3.31,0,14.25,0.57,0.06840,0.20820,0.02281,FALSE,null,24,0.12,1,FALSE
,"LBM-05.22-3,588-B018USXDOI",FR,X001KK412F,3.65,4.38,0,26.00,11.64,0.46620,3.18900,0.62848,FALSE,null,14,0.34,1,FALSE
,"LBM-05.22-4,14-B01N9LDX7D",FR,X001KK4125,4.11,4.93,52,13.62,0.79,0.04980,0.19200,0.02683,FALSE,null,38,0.15,1,FALSE
,"LBM-05.22-1,5-B008LY3R66",FR,X001KK413J,1.91,2.29,0,12.00,3.18,0.26540,1.66720,0.60143,FALSE,null,23,0.48,1,FALSE
,"LBM-05.22-3,384-B0095UFAJW",FR,X001KK4B89,3.48,4.18,0,15.00,0.28,0.02820,0.08120,0.04220,FALSE,null,31,0.53,1,FALSE
,"LBM-05.22-2,46-B00ZXBKH0Y",FR,X001KK4B7P,2.71,3.25,0,11.00,0.89,0.09540,0.32960,0.06663,FALSE,null,12,0.23,1,FALSE
,"LBM-05.22-3,84-B07DYYGK7V",FR,X001KK16GJ,3.86,4.63,268,12.02,0.11,0.00460,0.02930,0.02422,FALSE,null,304,0.83,1,FALSE
,"CHAD-05.22-187,68-B07NW5VC23",FR,X001KMXULV,157.24,188.69,0,280.00,null,null,null,null,FALSE,null,6,0.03,1,FALSE
,"EXOT-05.22-2,99-B06XC3KKT3",FR,X001KYF2O7,4.24,4.24,0,12.40,0.32,0.02570,0.07530,0.03697,FALSE,null,8,0.50,1,FALSE
,"EXOT-05.22-2,99-B017PDSZL0",FR,null,4.24,4.24,0,12.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-2,99-B06XCQPYSW",FR,X001KV3YVN,4.24,4.24,0,11.99,1.52,0.11170,0.35850,0.01958,FALSE,null,5,0.06,1,FALSE
,"EXOT-05.22-14,4-B016UVY6PC",FR,X001KV5BKP,19.67,19.67,0,48.32,7.20,0.15030,0.36590,0.25397,FALSE,null,44,0.73,1,FALSE
,"EXOT-05.22-3,55-B000P0F91K",FR,X001KV0IUX,4.80,4.80,0,18.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-2,7-B002X0WLEI",FR,X001KV3YW7,3.95,3.95,0,24.89,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-4,26-B007FIYBIC",FR,X001KV12JJ,5.51,5.51,0,17.82,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-3,95-B0717B7KXC",FR,X001KV12I5,5.20,5.20,0,20.87,1.78,0.10870,0.34130,0.14634,FALSE,null,20,0.47,1,FALSE
,"EXOT-05.22-4,88-B000142J5Y",FR,X001KV3YVX,6.13,6.13,0,19.45,0.48,0.02390,0.07900,0.02388,FALSE,null,26,0.31,1,FALSE
,"EXOT-05.22-3,04-B000TGC6S4",FR,X001KV0ITT,4.29,4.29,0,17.63,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-1,85-B01LXOWIPZ",FR,X001KV5BJV,4.95,4.95,0,13.50,2.09,0.15480,0.42220,1.41214,FALSE,null,5,2.50,1,FALSE
,"EXOT-05.22-1,85-B079VM58HG",FR,X001KV0ISF,3.10,3.10,0,43.23,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-1,45-B00SFG44C6",FR,X001KV3YUJ,9.95,9.95,0,23.41,-0.16,-0.00970,-0.01600,-0.00660,FALSE,null,37,0.41,1,FALSE
,"EXOT-05.22-1,45-B01N9RH86C",FR,X001KV0IU3,2.70,2.70,0,9.64,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-1,75-B08MLNM41D",FR,X001KV0ITJ,4.75,4.75,0,14.85,-0.02,-0.00870,-0.00470,-0.00091,FALSE,null,43,0.19,1,FALSE
,"EXOT-05.22-9,72-B006B6KK02",FR,X001KV5BMX,10.97,10.97,0,30.38,10.86,0.36590,0.99010,0.43401,FALSE,null,21,0.52,1,FALSE
,"EXOT-05.22-15,95-B072BYCCZ3",FR,X001KV12IF,17.20,17.20,0,40.93,12.45,0.30580,0.72390,0.95475,FALSE,null,31,1.23,1,FALSE
,"EXOT-05.22-7,07-B00694Q40Q",FR,X001KV3YV3,8.32,8.32,0,19.83,2.54,0.13220,0.30560,0.04818,FALSE,null,6,0.18,1,FALSE
,"EXOT-05.22-3,07-B0014ZR3GE",FR,X001KV3YTP,4.32,4.32,0,16.34,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-3,4-B06XT1VDF8",FR,X001KV5BJB,4.65,4.65,0,13.99,-1.09,-0.10640,-0.23490,-0.06224,FALSE,null,12,0.24,1,FALSE
,"EXOT-05.22-4,13-B007E9KHMQ",FR,X001KV5BL9,5.38,5.38,0,20.58,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-2,97-B00449Q4SU",FR,X001KV5BN7,4.22,4.22,0,14.83,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-7,21-B00IAM8EXU",FR,X001KV3YUT,8.46,8.46,0,23.03,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-6,49-B005IUGYFC",FR,X001KV0IVH,7.74,7.74,0,29.92,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-7,13-B01N4TZ992",FR,X001KV6W8P,8.38,8.38,0,24.99,4.23,0.19810,0.50490,0.05815,FALSE,null,13,0.14,1,FALSE
,"EXOT-05.22-11,73-B01MZ6Y2M0",FR,X001KV3873,12.98,12.98,0,32.99,7.27,0.23480,0.55990,0.05370,FALSE,null,6,0.12,1,FALSE
,"EXOT-05.22-7,13-B01MUZ6QC8",FR,X001KV80V7,8.38,8.38,0,18.50,1.04,0.05500,0.12380,0.05715,FALSE,null,20,0.48,1,FALSE
,"EXOT-05.22-12,88-B0196MYJE0",FR,X001KV3YU9,14.13,14.13,0,31.99,1.43,0.05360,0.10120,0.02087,FALSE,null,6,0.21,1,FALSE
,"EXOT-05.22-1,73-B00CREUEV2",FR,X001KV5BM3,2.98,2.98,0,12.94,2.89,0.23110,0.97090,0.21772,FALSE,null,18,0.29,1,FALSE
,"EXOT-05.22-1,73-B00GMQ2W02",FR,X001KV5BJL,2.98,2.98,0,9.99,1.11,0.10400,0.37240,0.15049,FALSE,null,31,0.44,1,FALSE
,"EXOT-05.22-1,77-B0063TDU36",FR,X001KV12JT,3.02,3.02,0,12.49,-0.70,-0.09010,-0.23180,-0.02520,FALSE,null,6,0.10,1,FALSE
,"EXOT-05.22-3,44-B000GGPK0I",FR,X001KV0ISZ,4.69,4.69,0,15.28,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-2,2-B00W1RPEYM",FR,X001KV0IT9,7.85,7.85,0,19.99,2.76,0.13790,0.35150,1.22068,FALSE,null,94,2.65,1,FALSE
,"EXOT-05.22-2,36-B0059WT0UA",FR,X001KV12KN,3.61,3.61,0,14.99,4.39,0.29290,1.21610,1.38236,FALSE,null,12,1.09,1,FALSE
,"EXOT-05.22-2,75-B003YED85S",FR,X001KV12J9,4.00,4.00,0,13.95,0.38,0.03400,0.09500,0.05836,FALSE,null,10,0.63,1,FALSE
,"EXOT-05.22-2,75-B000EGK550",FR,X001KV3YSL,4.00,4.00,0,14.88,0.95,0.08070,0.23830,0.10203,FALSE,null,15,0.45,1,FALSE
,"EXOT-05.22-2,75-B000EGOG9Q",FR,X001KV5BLJ,4.00,4.00,0,14.96,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-7,49-B008386942",FR,X001KV5BLT,8.74,8.74,0,21.75,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-13,26-B07SMGZY3S",FR,X001KV3YT5,14.51,14.51,0,29.87,3.72,0.12440,0.25660,0.14688,FALSE,null,15,0.60,1,FALSE
,"EXOT-05.22-7,05-B00692QB6A",FR,X001KV5BK5,8.30,8.30,0,18.51,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-0,46-B00IN41748",FR,X001KV12M1,1.71,1.71,0,16.19,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-1,15-B00UAR1MXM",FR,X001KV12IP,2.40,2.40,0,8.98,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-1,15-B008DK7XRM",FR,X001KV5BMN,2.40,2.40,0,8.66,0.37,0.04270,0.15420,0.14154,FALSE,null,11,0.92,1,FALSE
,"EXOT-05.22-1,33-B06XF8LB8L",FR,X001KV0IV7,2.58,2.58,0,9.82,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-2,93-B004JL6MJ4",FR,X001KV0ISP,4.18,4.18,0,13.13,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-3,85-B01MDPGOHB",FR,X001KV12IZ,5.10,5.10,0,16.99,3.34,0.19660,0.65490,0.20792,FALSE,null,6,0.38,1,FALSE
,"EXOT-05.22-3,42-B005H7I5E4",FR,X001KV12MB,4.67,4.67,0,13.98,2.88,0.20580,0.61590,1.78367,FALSE,null,31,2.13,1,FALSE
,"EXOT-05.22-2,35-B01FK36IX4",FR,X001KV3YSV,3.60,3.60,0,10.51,1.01,0.09610,0.28060,0.36228,FALSE,null,10,1.25,1,FALSE
,"EXOT-05.22-2,82-B01LTIAUBK",FR,X001KV12KD,4.07,4.07,0,12.50,0.72,0.05890,0.17630,0.00387,FALSE,null,4,0.02,1,FALSE
,"EXOT-05.22-4,22-B008LF7AUE",FR,X001KV0IVR,5.47,5.47,0,13.50,1.05,0.07840,0.19120,0.08278,FALSE,null,10,0.45,1,FALSE
,"EXOT-05.22-3,2-B01LTIAUEM",FR,X001KV5BNH,4.45,4.45,0,9.99,0.38,0.03800,0.08540,0.02536,FALSE,null,28,0.31,1,FALSE
,"EXOT-05.22-3,62-B000VY2ZQC",FR,X001KV5BKF,4.87,4.87,0,17.58,null,null,null,null,FALSE,null,0,null,1,FALSE
,"EXOT-05.22-3,57-B07F6NWJCL",FR,X001KV12LH,4.82,4.82,0,17.19,1.43,0.09150,0.29730,0.31368,FALSE,null,80,1.05,1,FALSE
