skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,YZ-P8HG-4KTL,FR,null,2.69,2.84,0,14.95,4.01,0.27150,1.49200,0.01900,FALSE,null,3,0.02,1,FALSE
,ZB-M5S8-UASB,FR,null,2.69,2.84,0,13.03,1.91,0.18820,0.71130,0.01064,FALSE,null,3,0.02,1,FALSE
,ZO-AICX-A0VM,FR,null,2.69,2.84,0,19.00,10.25,0.47730,3.80920,0.02269,FALSE,null,3,0.01,1,FALSE
,ZO-V5ME-NS36,FR,null,2.25,2.37,0,9.99,1.68,0.16820,0.74670,0.01469,FALSE,null,4,0.03,1,FALSE
,2Z-AE33-4TE5,FR,null,1.35,1.42,0,13.97,7.08,0.50680,5.24440,0.02814,FALSE,null,1,0.02,1,FALSE
,38-7PHK-JMBC,FR,null,2.25,2.37,0,14.00,null,null,null,null,FALSE,null,1,0.04,1,FALSE
,59-XUCG-TGWG,FR,null,8.99,9.48,0,28.89,9.69,0.33540,1.07790,0.20062,FALSE,null,1,0.25,1,FALSE
,65-K8NV-4APF,FR,null,3.15,3.32,0,14.90,3.51,0.23560,1.11430,0.01322,FALSE,null,2,0.02,1,FALSE
,8D-XEBP-QYNG,FR,null,3.59,3.79,0,25.99,12.91,0.49670,3.59610,0.18467,FALSE,null,3,0.11,1,FALSE
,C2-L80B-A92L,FR,null,2.69,2.84,0,14.95,6.04,0.48480,2.24540,0.02483,FALSE,null,1,0.02,1,FALSE
,ZD-J8F6-IY7F,FR,null,1.35,1.42,0,16.00,9.40,0.58750,6.96300,0.02531,FALSE,null,1,0.01,1,FALSE
,EL-URNN-EDS8,FR,null,0.00,0.00,0,35.40,null,null,null,null,FALSE,null,0,null,1,FALSE
,G0-B45A-HWQK,FR,null,0.00,0.00,0,20.98,12.95,0.77680,null,null,FALSE,null,3,0.04,1,FALSE
,0P-SBY7-9YZX,FR,null,2.75,2.90,0,14.90,2.73,0.22980,0.99270,0.00154,FALSE,null,1,0.00,1,FALSE
,2A-0ZAB-H580,FR,null,2.75,2.90,0,14.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,4O-AHQX-M91J,FR,null,2.75,2.90,0,15.90,1.06,0.10710,0.38550,0.00123,FALSE,null,1,0.00,1,FALSE
,4U-G5MK-1K1Z,FR,null,2.75,2.90,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,6B-HFQ8-Y0RD,FR,null,2.75,2.90,0,14.90,1.06,0.10710,0.38550,0.00095,FALSE,null,1,0.00,1,FALSE
,6Q-BIC5-FP8W,FR,null,2.75,2.90,0,12.90,2.49,0.22840,0.90550,0.00162,FALSE,null,1,0.00,1,FALSE
,7W-4L5L-092O,FR,null,2.75,2.90,0,14.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,AU-QHG2-Z34C,FR,null,2.75,2.90,0,14.90,1.04,0.10590,0.37820,0.00192,FALSE,null,1,0.01,1,FALSE
,CI-MADL-WK63,FR,null,2.75,2.90,0,15.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,D7-ZDCG-SB0K,FR,null,2.75,2.90,0,12.90,0.99,0.10840,0.36000,0.00118,FALSE,null,1,0.00,1,FALSE
,DK-D06D-X9DR,FR,null,2.75,2.90,0,15.90,1.04,0.10590,0.37820,0.00185,FALSE,null,1,0.01,1,FALSE
,GG-XZ3M-4EIO,FR,null,2.75,2.90,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,GP-NHNG-2RLW,FR,null,2.75,2.90,0,12.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,LN-1DUR-7RK7,FR,null,2.75,2.90,0,14.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,MT-J8C2-QYL1,FR,null,2.75,2.90,0,12.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,N5-QLFT-KZZG,FR,null,2.75,2.90,0,16.90,null,null,null,null,FALSE,null,1,0.00,1,FALSE
,OI-QF1T-OAJL,FR,null,2.75,2.90,0,15.90,2.62,0.22300,0.95270,0.00142,FALSE,null,1,0.00,1,FALSE
,RX-OC3R-FYSQ,FR,null,2.75,2.90,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,UU-2X4I-HRZV,FR,null,2.75,2.90,0,13.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,VY-L6TG-3YQY,FR,null,2.75,2.90,0,13.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,WR-EUOT-6NEX,FR,null,2.75,2.90,0,14.90,3.94,0.29620,1.43270,0.00182,FALSE,null,1,0.00,1,FALSE
,XG-5ZIG-4VKS,FR,null,2.75,2.90,0,14.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,YV-YV0H-C25S,FR,null,2.75,2.90,0,14.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,ZI-CHP9-0TKP,FR,null,2.75,2.90,0,17.90,0.13,0.01480,0.04730,0.00019,FALSE,null,1,0.00,1,FALSE
,ZX-DAK7-OWT6,FR,null,2.75,2.90,0,16.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,4C-CQK5-O0DQ,FR,null,2.75,2.90,0,13.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,6I-JNSZ-VGR7,FR,null,2.75,2.90,0,20.90,10.45,0.50000,3.80000,0.01819,FALSE,null,1,0.01,1,FALSE
,IF-GK1V-URLI,FR,null,2.75,2.90,0,16.90,6.85,0.40530,2.49090,0.09341,FALSE,null,1,0.07,1,FALSE
,LF-UIPN-QD1Y,FR,null,2.75,2.90,0,16.90,7.05,0.41720,2.56360,0.02864,FALSE,null,1,0.02,1,FALSE
,RN-T8AH-TC6Y,FR,null,2.75,2.90,0,12.90,null,null,null,null,FALSE,null,1,0.07,1,FALSE
,UM-EN9G-PM64,FR,null,2.75,2.90,0,13.90,4.50,0.38860,1.63640,0.02453,FALSE,null,1,0.03,1,FALSE
,VV-IPWJ-4U53,FR,null,2.75,2.90,0,17.90,7.70,0.51610,2.80000,0.05720,FALSE,null,1,0.04,1,FALSE
,0D-2CMH-KY86,FR,null,2.83,2.99,0,17.00,2.32,0.18140,0.81980,0.00395,FALSE,null,1,0.01,1,FALSE
,25-M0I8-QZNL,FR,null,0.00,0.00,0,18.90,4.03,0.34210,null,null,FALSE,null,2,0.01,1,FALSE
,3U-R3E7-H7UI,FR,null,1.89,1.99,0,14.00,0.81,0.09480,0.42860,0.00222,FALSE,null,1,0.01,1,FALSE
,4O-5J4T-YG3V,FR,null,2.37,2.50,0,16.00,5.16,0.38110,2.17720,0.00753,FALSE,null,1,0.01,1,FALSE
,4T-8X59-EUMP,FR,null,0.00,0.00,0,13.90,0.00,0.00000,null,null,FALSE,null,1,0.00,1,FALSE
,9E-J6AZ-YDUF,FR,null,3.78,3.99,0,14.00,2.22,0.15860,0.58730,0.00692,FALSE,null,2,0.01,1,FALSE
,A6-USFE-XIYA,FR,null,3.78,3.99,0,14.90,0.24,0.02550,0.06350,0.00030,FALSE,null,1,0.00,1,FALSE
,DU-7SFJ-1SHZ,FR,null,0.00,0.00,0,17.90,2.07,0.25230,null,null,FALSE,null,3,0.01,1,FALSE
,DV-9HAC-NDAV,FR,null,1.89,1.99,0,13.00,4.60,0.35380,2.43390,0.02227,FALSE,null,2,0.02,1,FALSE
,GD-0GTU-MCW7,FR,null,4.27,4.50,0,14.00,1.08,0.07900,0.25300,0.00263,FALSE,null,2,0.01,1,FALSE
,H3-SC6K-W447,FR,null,0.00,0.00,0,18.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,IL-VQS3-CF47,FR,null,2.37,2.50,0,12.00,1.29,0.14350,0.54430,0.00234,FALSE,null,1,0.01,1,FALSE
,IM-SPWO-YPZS,FR,null,0.00,0.00,0,16.90,4.39,0.31950,null,null,FALSE,null,3,0.02,1,FALSE
,IZ-PT1V-OSY3,FR,null,0.00,0.00,0,22.70,11.83,0.56390,null,null,FALSE,null,1,0.01,1,FALSE
,KC-ST3Q-S76S,FR,null,0.00,0.00,0,12.90,0.36,0.07050,null,null,FALSE,null,1,0.01,1,FALSE
,O1-SFH3-A5IQ,FR,null,0.00,0.00,0,24.00,13.91,0.60700,null,null,FALSE,null,2,0.02,1,FALSE
,P5-HYFR-F067,FR,null,2.83,2.99,0,18.90,3.99,0.29710,1.40820,0.01091,FALSE,null,2,0.01,1,FALSE
,PM-6YPG-CBX1,FR,null,2.83,2.99,0,16.95,0.63,0.06400,0.22090,0.00173,FALSE,null,2,0.01,1,FALSE
,RH-NXBF-ZQR1,FR,null,3.32,3.50,0,22.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,VS-8GW8-D1KC,FR,null,0.00,0.00,0,24.00,10.74,0.54850,null,null,FALSE,null,1,0.01,1,FALSE
,Z3-1HQI-PWET,FR,null,0.00,0.00,0,14.90,4.22,0.43700,null,null,FALSE,null,4,0.02,1,FALSE
,3Z-VQLY-MBKS,FR,null,0.00,0.00,0,17.00,10.37,0.61000,null,null,FALSE,null,1,0.25,1,FALSE
,7V-MVBS-ZXCN,FR,null,0.00,0.00,0,24.81,null,null,null,null,FALSE,null,0,null,1,FALSE
,9C-XU90-XN3S,FR,null,0.00,0.00,0,15.48,8.40,0.54260,null,null,FALSE,null,1,0.07,1,FALSE
,DC-M37F-8M3F,FR,null,0.00,0.00,0,17.97,10.71,0.71540,null,null,FALSE,null,1,0.04,1,FALSE
,HW-6XO5-XV63,FR,null,0.00,0.00,0,16.97,9.66,0.56920,null,null,FALSE,null,1,0.07,1,FALSE
,IS-JW5K-OSAV,FR,null,0.00,0.00,0,13.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,IX-7W6S-K6FB,FR,null,2.83,2.99,0,11.90,3.66,0.33180,1.29330,0.02903,FALSE,null,2,0.03,1,FALSE
,KB-T1C3-53AJ,FR,null,0.00,0.00,0,19.00,11.59,0.61000,null,null,FALSE,null,1,0.01,1,FALSE
,MF-67SA-J2GX,FR,null,1.89,1.99,0,14.95,6.74,0.45080,3.56610,0.65901,FALSE,null,3,0.33,1,FALSE
,MP-B9TW-9OZD,FR,null,0.00,0.00,0,12.90,6.40,0.49610,null,null,FALSE,null,1,0.03,1,FALSE
,MT-7UMC-RNXD,FR,null,3.32,3.50,0,14.00,4.02,0.28710,1.21080,0.00705,FALSE,null,1,0.01,1,FALSE
,N9-IKIZ-ULSR,FR,null,0.00,0.00,0,18.94,null,null,null,null,FALSE,null,0,null,1,FALSE
,N9-VA6O-H0QO,FR,null,0.00,0.00,0,17.88,10.44,0.58390,null,null,FALSE,null,1,0.11,1,FALSE
,OZ-F1DP-8WSG,FR,null,0.00,0.00,0,16.88,9.59,0.68160,null,null,FALSE,null,1,0.05,1,FALSE
,SG-EYY2-5WIZ,FR,null,0.00,0.00,0,13.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,UW-UAK8-MIYJ,FR,null,2.37,2.50,0,12.00,2.17,0.21700,0.91560,0.03677,FALSE,null,1,0.06,1,FALSE
,XJ-DHZL-NFNP,FR,null,0.00,0.00,0,14.19,6.29,0.48770,null,null,FALSE,null,2,0.12,1,FALSE
,--12/03,FR,null,1.67,2.00,0,19.90,1.95,0.18090,1.16770,0.00382,FALSE,null,1,0.00,1,FALSE
,"0,5-12/03",FR,null,0.42,0.50,0,10.90,5.20,0.53410,12.38100,0.91259,FALSE,null,2,0.25,1,FALSE
,"1,17-12/03",FR,null,0.98,1.17,0,13.00,1.13,0.17120,1.15310,0.01685,FALSE,null,9,0.02,1,FALSE
,1-12/03,FR,null,0.83,1.00,0,8.90,3.76,0.42250,4.53010,0.03259,FALSE,null,1,0.02,1,FALSE
,1-12/03.,FR,null,0.83,1.00,0,9.90,1.90,0.22590,2.28920,0.02258,FALSE,null,3,0.02,1,FALSE
,10-12/03..,FR,null,8.33,10.00,0,24.99,0.78,0.04600,0.09360,0.00191,FALSE,null,1,0.02,1,FALSE
,-2,FR,null,1.67,2.00,0,9.99,-0.61,-0.11050,-0.36530,-0.00093,FALSE,null,1,0.00,1,FALSE
,2-12/03,FR,null,1.67,2.00,0,9.60,-0.11,-0.15110,-0.06590,-0.00055,FALSE,null,3,0.01,1,FALSE
,2-12/03.,FR,null,1.67,2.00,0,9.90,1.98,0.21460,1.18260,0.00626,FALSE,null,2,0.01,1,FALSE
,2-12/03..,FR,null,1.66,1.99,0,12.90,null,null,null,null,FALSE,null,1,0.01,1,FALSE
,3-12/03..,FR,null,2.49,2.99,0,13.90,null,null,null,null,FALSE,null,1,0.06,1,FALSE
,3R-7Y9Y-POGK,FR,null,2.49,2.99,0,15.00,0.52,0.06850,0.20880,0.00187,FALSE,null,2,0.01,1,FALSE
,3S-YKMN-26HJ,FR,null,0.00,0.00,0,9.99,0.96,0.18460,null,null,FALSE,null,3,0.01,1,FALSE
,5,FR,null,4.16,4.99,0,18.29,null,null,null,null,FALSE,null,0,0.07,1,FALSE
,5-12/03,FR,null,4.17,5.00,0,16.50,5.79,0.35090,1.38850,0.00710,FALSE,null,1,0.01,1,FALSE
,8-12/03,FR,null,6.67,8.00,0,25.00,9.38,0.37690,1.40630,0.00506,FALSE,null,1,0.01,1,FALSE
,AV-UM8M-9PY3,FR,null,2.49,2.99,0,15.72,0.50,0.06530,0.19880,0.00167,FALSE,null,2,0.01,1,FALSE
,D3-95DV-QK0I,FR,null,0.83,1.00,0,10.00,0.19,0.03610,0.22890,0.00060,FALSE,null,1,0.00,1,FALSE
,KR-WHWI-SRGZ,FR,null,0.00,0.00,0,9.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,VB-K3FI-USKK,FR,null,1.66,1.99,0,9.90,0.49,0.07580,0.29520,0.00247,FALSE,null,2,0.01,1,FALSE
,WB-SYH4-TROQ,FR,null,0.83,1.00,0,9.00,0.14,0.02680,0.16870,0.00070,FALSE,null,1,0.00,1,FALSE
,"0,5-12/03.",FR,null,0.42,0.50,0,8.90,3.70,0.41570,8.80950,0.76975,FALSE,null,1,0.25,1,FALSE
,0-12/03,FR,null,0.00,0.00,0,40.31,null,null,null,null,FALSE,null,1,0.25,1,FALSE
,02-W7XE-GJNT,FR,null,0.83,1.00,0,9.99,3.51,0.46060,4.22890,0.03470,FALSE,null,2,0.02,1,FALSE
,1-12/03...,FR,null,0.83,1.00,0,8.97,null,null,null,null,FALSE,null,0,null,1,FALSE
,10-12/03.,FR,null,4.99,5.99,0,24.90,null,null,null,null,FALSE,null,2,0.02,1,FALSE
,10-12/03....,FR,null,8.33,10.00,0,21.00,null,null,null,null,FALSE,null,2,0.02,1,FALSE
,13-12/03,FR,null,10.83,13.00,0,26.99,7.32,0.27120,0.67590,0.00740,FALSE,null,1,0.01,1,FALSE
,2,FR,null,1.67,2.00,0,9.60,3.05,0.38130,1.82630,0.01587,FALSE,null,1,0.02,1,FALSE
,"2,5-12/03...",FR,null,2.08,2.50,0,8.90,1.53,0.17190,0.73560,0.13852,FALSE,null,5,0.24,1,FALSE
,"2,5-12/03.....",FR,null,2.08,2.50,0,14.00,null,null,null,null,FALSE,null,4,0.24,1,FALSE
,3,FR,null,2.49,2.99,0,10.78,3.23,0.29960,1.29720,0.23112,FALSE,null,1,0.25,1,FALSE
,3-12/03,FR,null,2.49,2.99,0,12.00,4.99,0.49900,2.00400,0.06552,FALSE,null,1,0.06,1,FALSE
,3-12/03...,FR,null,3.22,3.40,0,18.95,7.37,0.44100,2.28980,0.07112,FALSE,null,3,0.06,1,FALSE
,3-12/03....,FR,null,2.49,2.99,0,15.00,6.31,0.44870,2.53410,0.07555,FALSE,null,3,0.06,1,FALSE
,4C-V30H-1N7L,FR,null,1.66,1.99,0,14.00,6.80,0.48570,4.09640,0.72090,FALSE,null,1,0.33,1,FALSE
,"5,5-12/03",FR,null,4.58,5.50,0,22.74,9.79,0.43010,2.13760,0.09998,FALSE,null,1,0.08,1,FALSE
,6-12/03,FR,null,5.00,6.00,0,23.00,null,null,null,null,FALSE,null,1,0.09,1,FALSE
,6-12/03.....,FR,null,4.99,5.99,0,25.09,9.46,0.37700,1.89580,0.10149,FALSE,null,1,0.09,1,FALSE
,B6-Z5B5-NYT5,FR,null,0.00,0.00,0,9.90,5.65,0.57070,null,null,FALSE,null,1,0.02,1,FALSE
,FQ-ZOCP-GFBR,FR,null,4.16,4.99,0,14.90,3.94,0.26440,0.94710,0.01599,FALSE,null,1,0.02,1,FALSE
,T5-4MYL-OXVT,FR,null,1.66,1.99,0,9.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"0,5 - 23/03 )&agrave;&agrave;&agrave;",FR,null,0.42,0.50,0,8.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"0,5 - 23/03 )&agrave;&ccedil;!",FR,null,0.42,0.50,0,8.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"0,5e - 23/03 (é",FR,null,0.42,0.50,0,8.94,null,null,null,null,FALSE,null,0,null,1,FALSE
,"0,5e -23/03 )&agrave;&agrave;&ccedil;",FR,null,0.42,0.50,0,8.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,10e - 23/03,FR,null,8.29,9.95,0,23.04,4.23,0.19580,0.50970,0.00379,FALSE,null,2,0.01,1,FALSE
,12e - 23/03 çi!&,FR,null,9.96,11.95,0,28.89,null,null,null,null,FALSE,null,0,null,1,FALSE
,"2,5e - 23/03",FR,null,2.37,2.50,0,14.90,0.89,0.09670,0.37550,0.00188,FALSE,null,1,0.01,1,FALSE
,2e - 23/03 !uu&oi,FR,null,1.67,2.00,0,9.90,0.78,0.11190,0.46710,0.00268,FALSE,null,2,0.01,1,FALSE
,2e - 23/03 )&ccedil;!,FR,null,1.66,1.99,0,9.50,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 ouh,FR,null,0.83,1.00,0,9.79,4.14,0.41820,4.98800,0.02352,FALSE,null,2,0.01,1,FALSE
,2e - 23/03 oué,FR,null,1.66,1.99,0,8.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 °),FR,null,1.66,1.99,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 à!!èy&,FR,null,1.67,2.00,0,9.89,3.30,0.33370,1.97600,0.03832,FALSE,null,1,0.03,1,FALSE
,2e - 23/03 à!èu&,FR,null,1.67,2.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 àç!,FR,null,1.66,1.99,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 àç!!s,FR,null,1.67,2.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 àç!&,FR,null,1.67,2.00,0,9.89,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 &agrave;&ccedil;!d,FR,null,1.66,1.99,0,14.98,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 &ccedil;!!&amp;,FR,null,1.66,1.99,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 ç!&),FR,null,1.67,2.00,0,10.89,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03!u,FR,null,0.83,1.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03))),FR,null,1.66,1.99,0,8.99,0.42,0.06430,0.25300,0.00159,FALSE,null,2,0.01,1,FALSE
,2e - 23/03&deg;_,FR,null,0.83,1.00,0,9.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e- 23/03 _&deg;),FR,null,1.67,2.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e-23/03^,FR,null,1.67,2.00,0,9.49,null,null,null,null,FALSE,null,3,0.02,1,FALSE
,"3,5e - 23/03 *",FR,null,3.32,3.50,0,14.90,4.78,0.32080,1.43980,0.01392,FALSE,null,2,0.02,1,FALSE
,3- 23/03------,FR,null,2.84,3.00,0,14.70,4.77,0.34970,1.67960,0.00717,FALSE,null,1,0.01,1,FALSE
,3e - 23/03,FR,null,3.51,3.70,0,14.90,0.17,0.01740,0.04840,null,FALSE,null,1,null,1,FALSE
,3e - 23/03 ^^&agrave;&agrave;,FR,null,2.49,2.99,0,11.50,null,null,null,null,FALSE,null,0,null,1,FALSE
,3e - 23/03-,FR,null,3.51,3.70,0,14.90,0.17,0.01740,0.04840,0.00068,FALSE,null,1,0.01,1,FALSE
,3e - 23/03-----,FR,null,2.84,3.00,0,16.85,3.50,0.27270,1.23060,0.01153,FALSE,null,2,0.01,1,FALSE
,3e - 23/03°,FR,null,2.84,3.00,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,3e-23/03___,FR,null,2.84,3.00,0,16.99,1.09,0.10910,0.38380,0.00237,FALSE,null,1,0.01,1,FALSE
,4e -,FR,null,3.51,3.70,0,16.90,0.95,0.07540,0.27140,0.00280,FALSE,null,4,0.01,1,FALSE
,4e - 23/03 -°,FR,null,3.33,4.00,0,12.50,3.85,0.30800,1.15620,0.02685,FALSE,null,1,0.03,1,FALSE
,6e - 23/03 àçuuj,FR,null,3.33,3.99,0,16.99,null,null,null,null,FALSE,null,1,0.06,1,FALSE
,6e - 23/03 çuu&,FR,null,3.33,3.99,0,18.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"0,5 - 23/03 ù",FR,null,0.42,0.50,0,9.90,4.55,0.50560,10.83330,0.22864,FALSE,null,2,0.08,1,FALSE
,"0,5e - 23/03^^",FR,null,0.42,0.50,0,8.79,3.72,0.48720,8.85710,0.32187,FALSE,null,5,0.12,1,FALSE
,"1,5 - 23/03 àç!&u",FR,null,1.25,1.50,0,6.90,2.37,0.41220,1.89600,0.55746,FALSE,null,5,0.42,1,FALSE
,"2,5 - 23/03 &é""",FR,null,2.08,2.50,0,13.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"2,5 - 23/03 àuu&&",FR,null,2.08,2.50,0,11.49,null,null,null,null,FALSE,null,1,0.33,1,FALSE
,"2,5 - 23/03 àçu&&",FR,null,2.08,2.50,0,10.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,25e - 23/03 àçu&u,FR,null,20.83,25.00,0,44.88,null,null,null,null,FALSE,null,1,0.33,1,FALSE
,2e - 23/03 '(,FR,null,1.66,1.99,0,9.50,2.97,0.37500,1.78920,0.05006,FALSE,null,1,0.05,1,FALSE
,2e - 23/03 à!!!,FR,null,1.66,1.99,0,9.97,3.37,0.40550,2.03010,0.31936,FALSE,null,2,0.25,1,FALSE
,2e - 23/03 à!è,FR,null,1.66,1.99,0,11.29,null,null,null,null,FALSE,null,0,null,1,FALSE
,2e - 23/03 àuç&uj,FR,null,4.99,5.99,0,19.00,8.92,0.56350,1.78760,0.18633,FALSE,null,2,0.17,1,FALSE
,2e - 23/03 çudzaou,FR,null,1.67,2.00,0,9.90,3.30,0.40000,1.97600,0.05082,FALSE,null,1,0.05,1,FALSE
,2e - 23/03-_,FR,null,1.89,1.99,0,19.99,11.12,0.55630,5.88360,0.03267,FALSE,null,1,0.02,1,FALSE
,3E-23/03,FR,null,3.51,3.70,0,16.95,6.34,0.44900,1.80630,0.12148,FALSE,null,1,0.11,1,FALSE
,3e - 23/03 o!uu,FR,null,2.49,2.99,0,12.18,4.42,0.36290,1.77510,0.02244,FALSE,null,1,0.02,1,FALSE
,3e - 23/03)),FR,null,2.84,3.00,0,23.00,12.73,0.66410,4.48240,0.10527,FALSE,null,1,0.06,1,FALSE
,4e - 23/03 àçi&,FR,null,3.33,3.99,0,14.50,null,null,null,null,FALSE,null,2,0.13,1,FALSE
,4e- 23/03-^¨,FR,null,3.33,4.00,0,14.70,5.12,0.43910,1.53750,0.05630,FALSE,null,1,0.06,1,FALSE
,5e - 23/03 àç!&uu,FR,null,4.15,4.98,0,17.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,EH-ZY90-OH1R,FR,null,0.00,0.00,0,7.50,3.40,0.54400,null,null,FALSE,null,1,0.06,1,FALSE
,"7,7 - 28/03",FR,null,7.18,7.58,0,27.99,1.07,0.06330,0.14870,0.00168,FALSE,null,4,0.01,1,FALSE
,AE-R38K-ETVK,FR,null,2.49,2.99,0,9.32,null,null,null,null,FALSE,null,0,null,1,FALSE
,NX-DUWU-HR7M,FR,null,4.16,4.99,0,19.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,9V-GKZ2-KXSK,FR,null,0.00,0.00,0,14.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,IU-ZQRM-JTRX,FR,null,0.00,0.00,0,35.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,JR-KA7U-HTI3,FR,null,3.33,4.00,0,13.10,null,null,null,null,FALSE,null,0,null,1,FALSE
,KL-5UR3-6W7M,FR,null,4.99,5.99,0,19.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,MT-SGF5-9L9H,FR,null,0.00,0.00,0,13.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,4e - 31/05/2019,FR,null,3.33,4.00,0,13.10,3.36,0.26730,1.19970,0.21323,FALSE,null,18,0.28,1,FALSE
,QG-Y4HQ-K73F,FR,null,0.00,0.00,0,15.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,W9-Q7SS-BMSH,FR,null,0.00,0.00,0,17.00,10.47,0.61590,null,null,FALSE,null,2,0.02,1,FALSE
,BU-KL7P-UEAW,FR,null,0.00,0.00,0,22.90,13.80,0.72330,null,null,FALSE,null,1,0.01,1,FALSE
,"2,15 - 28/03 !ue&eacute;",FR,null,1.80,1.90,0,16.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"3,20 - 28/03 u&n",FR,null,2.69,2.84,0,13.00,3.80,0.29230,1.41260,0.14275,FALSE,null,5,0.15,1,FALSE
,"3,15 - 28/03 )&agrave;&ccedil;",FR,null,2.69,2.84,0,15.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"4,5 - 28/03 çu",FR,null,2.64,2.79,0,20.00,null,null,null,null,FALSE,null,2,0.10,1,FALSE
,1 -12/04 à!un,FR,null,0.83,1.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,3 - 28/03 abimé,FR,null,2.25,2.37,0,22.40,null,null,null,null,FALSE,null,0,null,1,FALSE
,"1,5 - 28/03 )ç",FR,null,1.35,1.42,0,16.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,3 - 28/03 &agrave;!&egrave;uj&amp;,FR,null,2.25,2.37,0,12.77,null,null,null,null,FALSE,null,0,null,1,FALSE
,4 - 12/04,FR,null,3.79,4.00,0,20.00,3.51,0.20540,0.92610,0.01029,FALSE,null,1,0.02,1,FALSE
,1 - 12/04 io,FR,null,0.83,1.00,0,9.90,1.81,0.26040,2.18070,0.01643,FALSE,null,1,0.01,1,FALSE
,1 - 12/04 oihqc,FR,null,0.83,1.00,0,9.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,1 - 12/04 ucaca,FR,null,0.83,1.00,0,9.90,1.17,0.18200,1.40960,0.00961,FALSE,null,1,0.01,1,FALSE
,"1,5 12/04",FR,null,1.42,1.50,0,12.87,4.96,0.38540,3.49300,0.09846,FALSE,null,3,0.06,1,FALSE
,2 - 25/04 iuga,FR,null,1.80,1.90,0,20.00,6.03,0.43380,3.35000,0.05294,FALSE,null,2,0.04,1,FALSE
,2 - 25/04 ujhbca,FR,null,1.80,1.90,0,14.99,2.04,0.22140,1.13150,0.02675,FALSE,null,3,0.03,1,FALSE
,2 - 25/04 ukjnze,FR,null,1.80,1.90,0,14.99,6.38,0.42560,3.54440,0.07475,FALSE,null,2,0.05,1,FALSE
